Datetime,AirTemperature,CloudOpacity,DHI,DNI,EBH,GHI,Production - Kraljevo Location
11/22/2022 14:00,6.099999905,91,68,1.100000024,1,69,31.24683333
11/22/2022 15:00,5.900000095,71,55,4.5,1,56,3.48025
11/22/2022 16:00,5.199999809,100,19,1.5,0,19,0
11/22/2022 17:00,5.099999905,79,0,0,0,0,0
11/22/2022 18:00,5,60,0,0,0,0,0
11/22/2022 19:00,5,44,0,0,0,0,0
11/22/2022 20:00,5.300000191,55,0,0,0,0,0
11/22/2022 21:00,5.5,91,0,0,0,0,0
11/22/2022 22:00,5.599999905,52,0,0,0,0,0
11/22/2022 23:00,5.300000191,49,0,0,0,0,0
11/23/2022 0:00,5.099999905,56,0,0,0,0,0
11/23/2022 1:00,4.900000095,53,0,0,0,0,0
11/23/2022 2:00,4.800000191,33,0,0,0,0,0
11/23/2022 3:00,4.5,38,0,0,0,0,0
11/23/2022 4:00,4.599999905,93,0,0,0,0,0
11/23/2022 5:00,4.599999905,74,0,0,0,0,0
11/23/2022 6:00,4.5,57,0,0,0,0,1.288416667
11/23/2022 7:00,4.599999905,58,1,0,0,1,45.00491667
11/23/2022 8:00,5.400000095,82,30,36.70000076,8,38,141.8610833
11/23/2022 9:00,6.099999905,61,58,56.40000153,10,68,188.9400833
11/23/2022 10:00,8,62,96,81.09999847,49,145,180.8174167
11/23/2022 11:00,9.5,75,135,228.6000061,126,261,191.7416667
11/23/2022 12:00,10.5,50,152,264.7999878,92,244,224.0813333
11/23/2022 13:00,10.39999962,48,115,225.3000031,96,211,173.71225
11/23/2022 14:00,9.300000191,77,73,173.6000061,37,110,73.78408333
11/23/2022 15:00,8.300000191,100,64,122.8000031,32,96,21.538
11/23/2022 16:00,7.300000191,100,19,92.80000305,7,26,0.108
11/23/2022 17:00,6.599999905,100,0,0.100000001,0,0,0
11/23/2022 18:00,6,100,0,0,0,0,0
11/23/2022 19:00,5.599999905,100,0,0,0,0,0
11/23/2022 20:00,5.400000095,100,0,0,0,0,0
11/23/2022 21:00,5,100,0,0,0,0,0
11/23/2022 22:00,4.599999905,100,0,0,0,0,0
11/23/2022 23:00,4.300000191,100,0,0,0,0,0
11/24/2022 0:00,3.900000095,100,0,0,0,0,0
11/24/2022 1:00,3.700000048,100,0,0,0,0,0
11/24/2022 2:00,3.400000095,100,0,0,0,0,0
11/24/2022 3:00,3.200000048,100,0,0,0,0,0
11/24/2022 4:00,3,100,0,0,0,0,0
11/24/2022 5:00,2.799999952,100,0,0,0,0,0
11/24/2022 6:00,2.400000095,47,0,0,0,0,0.926
11/24/2022 7:00,1.899999976,21,1,0,0,1,53.355
11/24/2022 8:00,3.099999905,72,31,0,24,55,127.9020833
11/24/2022 9:00,5.099999905,100,87,242.8999939,65,152,128.25075
11/24/2022 10:00,6.599999905,100,128,323.3999939,131,259,133.1038333
11/24/2022 11:00,7.5,100,143,395.6000061,155,298,154.77875
11/24/2022 12:00,7.300000191,100,119,214.3999939,21,140,100.8581667
11/24/2022 13:00,7.5,100,119,45,30,149,80.84858333
11/24/2022 14:00,7.900000095,89,102,104.5999985,46,148,99.24275
11/24/2022 15:00,7.5,100,61,164.6999969,41,102,14.99033333
11/24/2022 16:00,6.800000191,98,17,126.5999985,11,28,0
11/24/2022 17:00,6.199999809,88,0,0.100000001,0,0,0
11/24/2022 18:00,5.599999905,86,0,0,0,0,0
11/24/2022 19:00,5.099999905,77,0,0,0,0,0
11/24/2022 20:00,5.699999809,100,0,0,0,0,0
11/24/2022 21:00,5.599999905,100,0,0,0,0,0
11/24/2022 22:00,5.599999905,100,0,0,0,0,0
11/24/2022 23:00,5.199999809,81,0,0,0,0,0
11/25/2022 0:00,4.800000191,86,0,0,0,0,0
11/25/2022 1:00,4.099999905,96,0,0,0,0,0
11/25/2022 2:00,3.799999952,100,0,0,0,0,0
11/25/2022 3:00,4.199999809,75,0,0,0,0,0
11/25/2022 4:00,4.5,85,0,0,0,0,0
11/25/2022 5:00,4.5,100,0,0,0,0,0
11/25/2022 6:00,4.599999905,91,0,0,0,0,0.5685
11/25/2022 7:00,4.599999905,65,1,0,0,1,44.39908333
11/25/2022 8:00,4.599999905,72,29,0,7,36,150.5090833
11/25/2022 9:00,5.900000095,71,54,144.3999939,52,106,171.0769167
11/25/2022 10:00,6.699999809,32,93,191.3000031,53,146,138.2726667
11/25/2022 11:00,7.5,44,99,170.8999939,76,175,295.0994167
11/25/2022 12:00,7.900000095,59,145,136.6999969,44,189,398.9308333
11/25/2022 13:00,8.5,61,117,220.6000061,139,256,302.8075
11/25/2022 14:00,8.600000381,56,96,341.8999939,103,199,89.54066667
11/25/2022 15:00,8.100000381,39,67,282.3999939,56,123,29.61841667
11/25/2022 16:00,6.900000095,16,23,178.6000061,18,41,0.370083333
11/25/2022 17:00,6,9,0,0.100000001,0,0,0
11/25/2022 18:00,5.800000191,6,0,0,0,0,0
11/25/2022 19:00,4,5,0,0,0,0,0
11/25/2022 20:00,2.900000095,10,0,0,0,0,0
11/25/2022 21:00,1.899999976,31,0,0,0,0,0
11/25/2022 22:00,0.899999976,30,0,0,0,0,0
11/25/2022 23:00,0.400000006,4,0,0,0,0,0
11/26/2022 0:00,0,98,0,0,0,0,0
11/26/2022 1:00,-0.100000001,100,0,0,0,0,0
11/26/2022 2:00,-0.5,74,0,0,0,0,0
11/26/2022 3:00,-0.699999988,87,0,0,0,0,0
11/26/2022 4:00,-0.600000024,100,0,0,0,0,0
11/26/2022 5:00,-0.5,100,0,0,0,0,0
11/26/2022 6:00,-0.300000012,100,0,0,0,0,1.469416667
11/26/2022 7:00,-0.100000001,100,1,0,0,1,39.58658333
11/26/2022 8:00,0.899999976,38,35,0,12,47,132.1096667
11/26/2022 9:00,3,32,88,154.6999969,46,134,249.94725
11/26/2022 10:00,4.800000191,35,141,244.5,94,235,262.7913333
11/26/2022 11:00,5.699999809,55,195,198.1999969,47,242,311.0516667
11/26/2022 12:00,6.300000191,58,196,144.6999969,80,276,360.4685
11/26/2022 13:00,6.400000095,48,177,196.8999939,79,256,179.2625833
11/26/2022 14:00,6.199999809,62,115,196.1000061,62,177,59.31833333
11/26/2022 15:00,5.599999905,84,95,165.3999939,31,126,10.99033333
11/26/2022 16:00,4.900000095,100,28,101.8000031,11,39,0
11/26/2022 17:00,4.199999809,100,0,0,0,0,0
11/26/2022 18:00,3.599999905,100,0,0,0,0,0
11/26/2022 19:00,3.400000095,100,0,0,0,0,0
11/26/2022 20:00,2.900000095,100,0,0,0,0,0
11/26/2022 21:00,2.799999952,100,0,0,0,0,0
11/26/2022 22:00,2.5,100,0,0,0,0,0
11/26/2022 23:00,2.400000095,100,0,0,0,0,0
11/27/2022 0:00,2.599999905,100,0,0,0,0,0
11/27/2022 1:00,2.400000095,100,0,0,0,0,0
11/27/2022 2:00,2.400000095,100,0,0,0,0,0
11/27/2022 3:00,2.400000095,100,0,0,0,0,0
11/27/2022 4:00,2.5,100,0,0,0,0,0
11/27/2022 5:00,2.400000095,100,0,0,0,0,0
11/27/2022 6:00,2.5,100,0,0,0,0,0
11/27/2022 7:00,2.599999905,100,0,0,0,0,10.51266667
11/27/2022 8:00,2.799999952,100,15,0,0,15,52.44958333
11/27/2022 9:00,3.900000095,100,72,1.899999976,1,73,168.8018333
11/27/2022 10:00,3.599999905,100,108,3,1,109,247.96175
11/27/2022 11:00,4.400000095,100,142,14.30000019,11,153,241.367
11/27/2022 12:00,4.699999809,100,140,32.29999924,17,157,190.5046667
11/27/2022 13:00,4.800000191,100,134,72.30000305,40,174,133.0926667
11/27/2022 14:00,4.699999809,100,96,86.90000153,21,117,61.961
11/27/2022 15:00,4.199999809,98,62,47.90000153,7,69,13.54591667
11/27/2022 16:00,3.700000048,93,19,17,1,20,0.351916667
11/27/2022 17:00,3.299999952,100,0,0,0,0,0
11/27/2022 18:00,2.900000095,71,0,0,0,0,0
11/27/2022 19:00,2.5,92,0,0,0,0,0
11/27/2022 20:00,2.200000048,93,0,0,0,0,0
11/27/2022 21:00,2.099999905,85,0,0,0,0,0
11/27/2022 22:00,1.399999976,82,0,0,0,0,0
11/27/2022 23:00,1.5,91,0,0,0,0,0
11/28/2022 0:00,1,100,0,0,0,0,0
11/28/2022 1:00,0.899999976,100,0,0,0,0,0
11/28/2022 2:00,1.100000024,100,0,0,0,0,0
11/28/2022 3:00,1.299999952,100,0,0,0,0,0
11/28/2022 4:00,1.200000048,100,0,0,0,0,0
11/28/2022 5:00,1,90,0,0,0,0,0
11/28/2022 6:00,1.100000024,90,0,0,0,0,0
11/28/2022 7:00,1.200000048,90,0,0,0,0,15.822
11/28/2022 8:00,1.799999952,89,20,0,2,22,61.63541667
11/28/2022 9:00,2.099999905,45,67,94.40000153,40,107,136.03175
11/28/2022 10:00,3.200000048,74,115,209.3000031,75,190,210.8073333
11/28/2022 11:00,4.199999809,90,155,185.6999969,53,208,216.3064167
11/28/2022 12:00,4.300000191,89,132,81,16,148,186.49375
11/28/2022 13:00,4.300000191,87,130,52.70000076,30,160,231.9491667
11/28/2022 14:00,4.199999809,88,94,80.90000153,27,121,76.98758333
11/28/2022 15:00,3.900000095,84,53,87.30000305,20,73,19.018
11/28/2022 16:00,3.400000095,79,19,73.90000153,9,28,0.004416667
11/28/2022 17:00,2.900000095,75,0,0,0,0,0
11/28/2022 18:00,2.299999952,62,0,0,0,0,0
11/28/2022 19:00,1.600000024,54,0,0,0,0,0
11/28/2022 20:00,1.700000048,32,0,0,0,0,0
11/28/2022 21:00,1,8,0,0,0,0,0
11/28/2022 22:00,0.400000006,5,0,0,0,0,0
11/28/2022 23:00,0,2,0,0,0,0,0
11/29/2022 0:00,-0.5,2,0,0,0,0,0
11/29/2022 1:00,-1.100000024,12,0,0,0,0,0
11/29/2022 2:00,-1.399999976,23,0,0,0,0,0
11/29/2022 3:00,-1.600000024,47,0,0,0,0,0
11/29/2022 4:00,-1.299999952,74,0,0,0,0,0
11/29/2022 5:00,-1.399999976,56,0,0,0,0,0
11/29/2022 6:00,-1,66,0,0,0,0,0.974
11/29/2022 7:00,-1,78,0,0,0,0,59.36108333
11/29/2022 8:00,0.100000001,69,32,0,8,40,208.0916667
11/29/2022 9:00,1.299999952,100,84,145.3999939,47,131,354.9545
11/29/2022 10:00,2.400000095,100,128,242.3999939,90,218,574.6414167
11/29/2022 11:00,3.5,100,156,298.8999939,126,282,488.0515833
11/29/2022 12:00,4.400000095,100,179,303.3999939,120,299,421.4334167
11/29/2022 13:00,4.900000095,100,153,322.7999878,136,289,194.3824167
11/29/2022 14:00,4.900000095,100,141,281.6000061,63,204,92.94791667
11/29/2022 15:00,4.5,100,87,119.8000031,11,98,25.68016667
11/29/2022 16:00,3.5,100,23,24.89999962,2,25,0.065166667
11/29/2022 17:00,2.700000048,100,0,0,0,0,0
11/29/2022 18:00,1.899999976,100,0,0,0,0,0
11/29/2022 19:00,1.399999976,100,0,0,0,0,0
11/29/2022 20:00,1.799999952,78,0,0,0,0,0
11/29/2022 21:00,1.5,61,0,0,0,0,0
11/29/2022 22:00,1.299999952,62,0,0,0,0,0
11/29/2022 23:00,1,69,0,0,0,0,0
11/30/2022 0:00,0.800000012,79,0,0,0,0,0
11/30/2022 1:00,0.699999988,84,0,0,0,0,0
11/30/2022 2:00,0.600000024,85,0,0,0,0,0
11/30/2022 3:00,0.5,83,0,0,0,0,0
11/30/2022 4:00,0.400000006,77,0,0,0,0,0
11/30/2022 5:00,0.5,80,0,0,0,0,0
11/30/2022 6:00,0.300000012,92,0,0,0,0,0
11/30/2022 7:00,0.400000006,100,0,0,0,0,4.275666667
11/30/2022 8:00,1.5,100,25,0,1,26,36.11441667
11/30/2022 9:00,2.400000095,100,70,20.89999962,7,77,88.92
11/30/2022 10:00,3.099999905,100,119,37.40000153,14,133,124.7085833
11/30/2022 11:00,3.799999952,100,145,48.59999847,20,165,146.0596667
11/30/2022 12:00,3.900000095,100,122,33,8,130,170.917
11/30/2022 13:00,4.300000191,100,149,54.79999924,34,183,58.94858333
11/30/2022 14:00,4.099999905,100,99,53.20000076,4,103,31.87666667
11/30/2022 15:00,3.799999952,100,57,11.5,5,62,8.227416667
11/30/2022 16:00,3.299999952,100,15,37.79999924,8,23,0
11/30/2022 17:00,2.799999952,66,0,0,0,0,0
11/30/2022 18:00,2.400000095,86,0,0,0,0,0
11/30/2022 19:00,2.099999905,76,0,0,0,0,0
11/30/2022 20:00,2,69,0,0,0,0,0
11/30/2022 21:00,1.5,64,0,0,0,0,0
11/30/2022 22:00,1.200000048,96,0,0,0,0,0
11/30/2022 23:00,1,100,0,0,0,0,0
12-01-22 00:00,1.100000024,100,0,0,0,0,0
12-01-22 01:00,1,100,0,0,0,0,0
12-01-22 02:00,0.899999976,100,0,0,0,0,0
12-01-22 03:00,0.800000012,100,0,0,0,0,0
12-01-22 04:00,0.600000024,100,0,0,0,0,0
12-01-22 05:00,0.300000012,100,0,0,0,0,0
12-01-22 06:00,0.300000012,100,0,0,0,0,0
12-01-22 07:00,0.100000001,75,0,0,0,0,17.48066667
12-01-22 08:00,1.100000024,77,25,0,3,28,58.43066667
12-01-22 09:00,1.5,75,72,27.20000076,4,76,153.6260833
12-01-22 10:00,1.899999976,100,114,20,8,122,171.70275
12-01-22 11:00,2.099999905,100,125,32.29999924,15,140,138.9959167
12-01-22 12:00,2.5,100,154,33.59999847,11,165,101.5368333
12-01-22 13:00,2.700000048,100,145,25.10000038,9,154,59.11891667
12-01-22 14:00,2.700000048,100,113,17.60000038,4,117,27.48141667
12-01-22 15:00,2.099999905,100,51,14.60000038,4,55,6.654166667
12-01-22 16:00,1.600000024,100,11,12.19999981,1,12,0
12-01-22 17:00,1.100000024,100,0,0,0,0,0
12-01-22 18:00,0.899999976,100,0,0,0,0,0
12-01-22 19:00,0.800000012,100,0,0,0,0,0
12-01-22 20:00,0.699999988,100,0,0,0,0,0
12-01-22 21:00,0.5,100,0,0,0,0,0
12-01-22 22:00,0.5,100,0,0,0,0,0
12-01-22 23:00,0.400000006,100,0,0,0,0,0
12-02-22 00:00,0.300000012,100,0,0,0,0,0
12-02-22 01:00,0.100000001,100,0,0,0,0,0
12-02-22 02:00,-0.100000001,100,0,0,0,0,0
12-02-22 03:00,-0.100000001,100,0,0,0,0,0
12-02-22 04:00,-0.300000012,89,0,0,0,0,0
12-02-22 05:00,-0.300000012,84,0,0,0,0,0
12-02-22 06:00,-0.300000012,82,0,0,0,0,0.340833333
12-02-22 07:00,-0.100000001,83,0,0,0,0,21.26241667
12-02-22 08:00,1.100000024,100,16,0,5,21,80.6685
12-02-22 09:00,2.5,100,77,86.09999847,27,104,145.9484167
12-02-22 10:00,4,100,92,210,94,186,332.3145833
12-02-22 11:00,5.300000191,100,111,291.2999878,109,220,296.2273333
12-02-22 12:00,6.599999905,74,129,308.2000122,142,271,225.64525
12-02-22 13:00,7.800000191,49,120,415,184,304,312.2415
12-02-22 14:00,8.199999809,31,98,489.3999939,152,250,71.5555
12-02-22 15:00,7.400000095,51,64,440.1000061,80,144,25.45008333
12-02-22 16:00,5.599999905,82,21,216.6000061,14,35,0.159416667
12-02-22 17:00,4.599999905,65,0,0,0,0,0
12-02-22 18:00,4,59,0,0,0,0,0
12-02-22 19:00,3.5,38,0,0,0,0,0
12-02-22 20:00,3.599999905,34,0,0,0,0,0
12-02-22 21:00,2.900000095,43,0,0,0,0,0
12-02-22 22:00,2.200000048,52,0,0,0,0,0
12-02-22 23:00,1.600000024,53,0,0,0,0,0
12-03-22 00:00,1.200000048,61,0,0,0,0,0
12-03-22 01:00,1,67,0,0,0,0,0
12-03-22 02:00,0.800000012,86,0,0,0,0,0
12-03-22 03:00,0.699999988,81,0,0,0,0,0
12-03-22 04:00,0.699999988,78,0,0,0,0,0
12-03-22 05:00,0.600000024,70,0,0,0,0,0
12-03-22 06:00,0.600000024,5,0,0,0,0,0
12-03-22 07:00,0.400000006,8,0,0,0,0,11.082
12-03-22 08:00,1,9,26,0,17,43,70.175
12-03-22 09:00,4.300000191,17,73,269.2999878,72,145,185.1959167
12-03-22 10:00,7.099999905,29,84,441.7999878,174,258,322.7700833
12-03-22 11:00,9,27,99,574.2000122,229,328,428.65825
12-03-22 12:00,10.39999962,30,87,649.0999756,284,371,290.6924167
12-03-22 13:00,11,32,83,700.5,262,345,257.6999167
12-03-22 14:00,10.89999962,57,79,643.5999756,185,264,124.2388333
12-03-22 15:00,9.699999809,75,63,508.8999939,87,150,30.00208333
12-03-22 16:00,7.900000095,72,21,232.1999969,15,36,0.07775
12-03-22 17:00,6.699999809,66,0,0,0,0,0
12-03-22 18:00,5.800000191,75,0,0,0,0,0
12-03-22 19:00,5.099999905,68,0,0,0,0,0
12-03-22 20:00,4.900000095,63,0,0,0,0,0
12-03-22 21:00,4.400000095,41,0,0,0,0,0
12-03-22 22:00,4,49,0,0,0,0,0
12-03-22 23:00,3.799999952,62,0,0,0,0,0
12-04-22 00:00,3.599999905,80,0,0,0,0,0
12-04-22 01:00,3.400000095,84,0,0,0,0,0
12-04-22 02:00,3.400000095,61,0,0,0,0,0
12-04-22 03:00,3.400000095,78,0,0,0,0,0
12-04-22 04:00,3.400000095,94,0,0,0,0,0
12-04-22 05:00,3.5,100,0,0,0,0,0
12-04-22 06:00,3.5,100,0,0,0,0,0.116916667
12-04-22 07:00,3.799999952,100,0,0,0,0,38.87716667
12-04-22 08:00,4.900000095,100,20,0,0,20,118.70075
12-04-22 09:00,5.5,91,60,5.099999905,3,63,273.1285833
12-04-22 10:00,5.800000191,100,95,36.09999847,17,112,382.33225
12-04-22 11:00,6,89,88,31.29999924,4,92,265.0443333
12-04-22 12:00,6.599999905,100,104,37.29999924,31,135,185.12
12-04-22 13:00,8,74,147,128.8000031,65,212,105.69425
12-04-22 14:00,8.399999619,65,107,141.8000031,31,138,54.48391667
12-04-22 15:00,8.199999809,74,73,66.09999847,8,81,8.524
12-04-22 16:00,7.300000191,87,19,25,3,22,0.008666667
12-04-22 17:00,6.5,89,0,0,0,0,0
12-04-22 18:00,6.300000191,73,0,0,0,0,0
12-04-22 19:00,6.199999809,48,0,0,0,0,0
12-04-22 20:00,5.5,14,0,0,0,0,0
12-04-22 21:00,4.699999809,15,0,0,0,0,0
12-04-22 22:00,4.300000191,16,0,0,0,0,0
12-04-22 23:00,3.799999952,39,0,0,0,0,0
12-05-22 00:00,3.700000048,50,0,0,0,0,0
12-05-22 01:00,3.5,49,0,0,0,0,0
12-05-22 02:00,3.799999952,37,0,0,0,0,0
12-05-22 03:00,4.300000191,45,0,0,0,0,0
12-05-22 04:00,4.400000095,55,0,0,0,0,0
12-05-22 05:00,4.5,56,0,0,0,0,0
12-05-22 06:00,4.599999905,56,0,0,0,0,0.258666667
12-05-22 07:00,4.5,54,0,0,0,0,35.78975
12-05-22 08:00,4.900000095,46,20,0,8,28,184.2540833
12-05-22 09:00,6.900000095,80,73,147.6000061,39,112,351.4758333
12-05-22 10:00,8.699999809,77,101,205.8999939,70,171,252.7325833
12-05-22 11:00,10.5,44,136,247.1000061,101,237,299.9198333
12-05-22 12:00,11.5,67,152,250,92,244,381.67775
12-05-22 13:00,12.30000019,52,144,214.6000061,82,226,283.9265833
12-05-22 14:00,12.60000038,32,96,296.6000061,119,215,150.0064167
12-05-22 15:00,11.60000038,19,59,399.6000061,81,140,28.70333333
12-05-22 16:00,9.699999809,13,18,233.3000031,17,35,0.215333333
12-05-22 17:00,8.199999809,14,0,0,0,0,0
12-05-22 18:00,7,28,0,0,0,0,0
12-05-22 19:00,5.699999809,22,0,0,0,0,0
12-05-22 20:00,5.800000191,21,0,0,0,0,0
12-05-22 21:00,5.099999905,13,0,0,0,0,0
12-05-22 22:00,4.599999905,4,0,0,0,0,0
12-05-22 23:00,4,21,0,0,0,0,0
12-06-22 00:00,3.599999905,23,0,0,0,0,0
12-06-22 01:00,3.5,11,0,0,0,0,0
12-06-22 02:00,3.299999952,14,0,0,0,0,0
12-06-22 03:00,3.299999952,14,0,0,0,0,0
12-06-22 04:00,3.599999905,16,0,0,0,0,0
12-06-22 05:00,3.700000048,26,0,0,0,0,0
12-06-22 06:00,4,40,0,0,0,0,0.226083333
12-06-22 07:00,4,71,0,0,0,0,12.328
12-06-22 08:00,5.099999905,59,18,0,2,20,52.49733333
12-06-22 09:00,7,35,64,67.19999695,24,88,105.9895
12-06-22 10:00,9,25,104,174.6999969,74,178,205.57075
12-06-22 11:00,10.89999962,46,113,307.7999878,137,250,166.98725
12-06-22 12:00,11.69999981,68,132,333.8999939,114,246,210.4284167
12-06-22 13:00,11.89999962,98,134,241.8000031,72,206,182.7171667
12-06-22 14:00,11.39999962,93,109,113.3000031,13,122,60.10708333
12-06-22 15:00,11,100,67,40.59999847,10,77,16.34441667
12-06-22 16:00,9.899999619,100,15,21.79999924,0,15,0
12-06-22 17:00,9.5,100,0,0,0,0,0
12-06-22 18:00,7.300000191,100,0,0,0,0,0
12-06-22 19:00,6.800000191,100,0,0,0,0,0
12-06-22 20:00,6.800000191,100,0,0,0,0,0
12-06-22 21:00,6.699999809,100,0,0,0,0,0
12-06-22 22:00,6.699999809,100,0,0,0,0,0
12-06-22 23:00,6.5,100,0,0,0,0,0
12-07-22 00:00,6.5,100,0,0,0,0,0
12-07-22 01:00,6.5,100,0,0,0,0,0
12-07-22 02:00,6.400000095,100,0,0,0,0,0
12-07-22 03:00,6.199999809,100,0,0,0,0,0
12-07-22 04:00,5.800000191,92,0,0,0,0,0
12-07-22 05:00,5.5,71,0,0,0,0,0
12-07-22 06:00,5.5,54,0,0,0,0,0
12-07-22 07:00,5.5,51,0,0,0,0,5.492333333
12-07-22 08:00,5.599999905,46,21,0,7,28,28.69183333
12-07-22 09:00,7.199999809,84,71,125.1999969,31,102,71.34916667
12-07-22 10:00,8.199999809,87,122,203.6999969,77,199,91.65791667
12-07-22 11:00,9.600000381,100,150,236.3999939,77,227,75.75658333
12-07-22 12:00,10.5,100,153,144,35,188,50.74808333
12-07-22 13:00,10.60000038,100,129,104.5,48,177,41.64025
12-07-22 14:00,9.699999809,100,102,103.8000031,26,128,15.67841667
12-07-22 15:00,8.899999619,100,67,135.8999939,37,104,2.659916667
12-07-22 16:00,7.800000191,100,16,94.09999847,3,19,0
12-07-22 17:00,7.400000095,100,0,0,0,0,0
12-07-22 18:00,6.800000191,100,0,0,0,0,0
12-07-22 19:00,6.300000191,100,0,0,0,0,0
12-07-22 20:00,5.400000095,100,0,0,0,0,0
12-07-22 21:00,5.099999905,97,0,0,0,0,0
12-07-22 22:00,5,100,0,0,0,0,0
12-07-22 23:00,4.800000191,100,0,0,0,0,0
12-08-22 00:00,4.699999809,100,0,0,0,0,0
12-08-22 01:00,4.599999905,100,0,0,0,0,0
12-08-22 02:00,4.599999905,100,0,0,0,0,0
12-08-22 03:00,4.599999905,100,0,0,0,0,0
12-08-22 04:00,4.699999809,100,0,0,0,0,0
12-08-22 05:00,4.800000191,100,0,0,0,0,0
12-08-22 06:00,4.800000191,100,0,0,0,0,0
12-08-22 07:00,4.699999809,100,0,0,0,0,5.530833333
12-08-22 08:00,5.5,85,18,0,2,20,24.6825
12-08-22 09:00,6.800000191,93,74,59.29999924,17,91,45.84558333
12-08-22 10:00,8.300000191,100,119,61.09999847,14,133,63.17341667
12-08-22 11:00,10.19999981,74,150,120,74,224,96.70308333
12-08-22 12:00,12.30000019,89,162,195.8000031,69,231,67.74316667
12-08-22 13:00,12.89999962,83,158,135.8000031,37,195,39.03
12-08-22 14:00,12.5,57,123,99.5,32,155,64.29641667
12-08-22 15:00,11.5,87,76,88.30000305,14,90,45.18283333
12-08-22 16:00,10.10000038,100,23,35.90000153,2,25,0.1748
12-08-22 17:00,8.899999619,100,0,0,0,0,0
12-08-22 18:00,7.900000095,68,0,0,0,0,0
12-08-22 19:00,7.199999809,52,0,0,0,0,0
12-08-22 20:00,6.599999905,6,0,0,0,0,0
12-08-22 21:00,5.900000095,0,0,0,0,0,0
12-08-22 22:00,5.300000191,1,0,0,0,0,0
12-08-22 23:00,5,31,0,0,0,0,0
12-09-22 00:00,4.699999809,18,0,0,0,0,0
12-09-22 01:00,4.800000191,19,0,0,0,0,0
12-09-22 02:00,4.800000191,28,0,0,0,0,0
12-09-22 03:00,4.5,72,0,0,0,0,0
12-09-22 04:00,4.400000095,63,0,0,0,0,0
12-09-22 05:00,4.599999905,88,0,0,0,0,0
12-09-22 06:00,5.099999905,91,0,0,0,0,0
12-09-22 07:00,5.5,90,0,0,0,0,6.70375
12-09-22 08:00,7.199999809,90,11,0,0,11,31.83466667
12-09-22 09:00,8.100000381,89,46,0,0,46,48.73791667
12-09-22 10:00,9.199999809,88,78,24.89999962,15,93,71.53891667
12-09-22 11:00,9.5,81,82,40.40000153,12,94,141.7714167
12-09-22 12:00,10.69999981,77,87,60.90000153,36,123,101.7190833
12-09-22 13:00,11.89999962,88,131,88,30,161,72.99066667
12-09-22 14:00,12.5,82,119,82.19999695,26,145,40.19008333
12-09-22 15:00,12.30000019,55,83,83.90000153,16,99,11.43416667
12-09-22 16:00,11.10000038,58,23,41.5,2,25,0.013555556
12-09-22 17:00,10.19999981,81,0,0,0,0,0
12-09-22 18:00,10,93,0,0,0,0,0
12-09-22 19:00,10,78,0,0,0,0,0
12-09-22 20:00,10.10000038,63,0,0,0,0,0
12-09-22 21:00,10,47,0,0,0,0,0
12-09-22 22:00,9.699999809,57,0,0,0,0,0
12-09-22 23:00,9.699999809,79,0,0,0,0,0
12-10-22 00:00,8.5,67,0,0,0,0,0
12-10-22 01:00,8.100000381,73,0,0,0,0,0
12-10-22 02:00,7.099999905,87,0,0,0,0,0
12-10-22 03:00,6.900000095,91,0,0,0,0,0
12-10-22 04:00,6.699999809,90,0,0,0,0,0
12-10-22 05:00,6.5,89,0,0,0,0,0
12-10-22 06:00,6.699999809,79,0,0,0,0,0
12-10-22 07:00,6.699999809,59,0,0,0,0,8.136
12-10-22 08:00,7.400000095,74,20,0,2,22,76.77891667
12-10-22 09:00,9.600000381,85,72,29.20000076,5,77,198.3744167
12-10-22 10:00,12.10000038,84,100,34.70000076,15,115,226.2923333
12-10-22 11:00,13.5,36,138,70.19999695,39,177,232.1025833
12-10-22 12:00,14.89999962,33,157,205.3999939,116,273,204.3394167
12-10-22 13:00,15.30000019,31,154,254.5,70,224,90.36033333
12-10-22 14:00,15,31,112,134.1999969,26,138,111.3880833
12-10-22 15:00,14.19999981,32,69,67,11,80,24.96075
12-10-22 16:00,12.80000019,46,12,26.39999962,1,13,0.02
12-10-22 17:00,12,87,0,0,0,0,0
12-10-22 18:00,11.5,87,0,0,0,0,0
12-10-22 19:00,10.89999962,82,0,0,0,0,0
12-10-22 20:00,11,95,0,0,0,0,0
12-10-22 21:00,11,84,0,0,0,0,0
12-10-22 22:00,10.30000019,81,0,0,0,0,0
12-10-22 23:00,10.30000019,100,0,0,0,0,0
12-11-22 00:00,10.39999962,100,0,0,0,0,0
12-11-22 01:00,10.10000038,100,0,0,0,0,0
12-11-22 02:00,9.199999809,57,0,0,0,0,0
12-11-22 03:00,8,100,0,0,0,0,0
12-11-22 04:00,7,100,0,0,0,0,0
12-11-22 05:00,5.800000191,100,0,0,0,0,0
12-11-22 06:00,3.900000095,100,0,0,0,0,0
12-11-22 07:00,2.400000095,100,0,0,0,0,1.463083333
12-11-22 08:00,1.600000024,100,7,0,0,7,23.11808333
12-11-22 09:00,2.099999905,100,31,9.600000381,5,36,90.99875
12-11-22 10:00,2.799999952,100,78,65.19999695,29,107,82.54258333
12-11-22 11:00,3.099999905,100,64,56.70000076,5,69,81.70175
12-11-22 12:00,3.599999905,100,109,36.29999924,25,134,50.43766667
12-11-22 13:00,3.900000095,100,133,48,10,143,43.27283333
12-11-22 14:00,4,100,88,20.70000076,7,95,21.86725
